anio,seleccion_id,posicion,etapa,pts,pj,pg,pe,pp,gf,gc,dif,participo
2022,48,,no participo,,,,,,,,,f
2026,48,,,,,,,,,,,t
1930,51,,no participo,,,,,,,,,f
1934,51,,no participo,,,,,,,,,f
1938,51,,no participo,,,,,,,,,f
1950,51,,no participo,,,,,,,,,f
1954,51,,no participo,,,,,,,,,f
1958,51,,no participo,,,,,,,,,f
1962,51,,no participo,,,,,,,,,f
1966,51,,no participo,,,,,,,,,f
1970,51,,no participo,,,,,,,,,f
1974,51,,no participo,,,,,,,,,f
1978,51,,no participo,,,,,,,,,f
1982,51,,no participo,,,,,,,,,f
1986,51,,no participo,,,,,,,,,f
1990,51,,no participo,,,,,,,,,f
1994,51,,no participo,,,,,,,,,f
1998,51,,no participo,,,,,,,,,f
2002,51,,no participo,,,,,,,,,f
2006,51,,no participo,,,,,,,,,f
2010,51,,no participo,,,,,,,,,f
2014,51,,no participo,,,,,,,,,f
2018,51,28,Grupos 1ra Ronda,1,3,0,1,2,2,5,-3,t
2022,51,,no participo,,,,,,,,,f
2026,51,,,,,,,,,,,t
1930,52,,no participo,,,,,,,,,f
1934,52,,no participo,,,,,,,,,f
1938,52,,no participo,,,,,,,,,f
1950,52,,no participo,,,,,,,,,f
1954,52,,no participo,,,,,,,,,f
1958,52,,no participo,,,,,,,,,f
1962,52,,no participo,,,,,,,,,f
1966,52,,no participo,,,,,,,,,f
1970,52,12,Grupos 1ra Ronda,2,3,0,2,1,1,3,-2,t
1974,52,,no participo,,,,,,,,,f
1978,52,,no participo,,,,,,,,,f
1982,52,,no participo,,,,,,,,,f
1986,52,,no participo,,,,,,,,,f
1990,52,,no participo,,,,,,,,,f
1994,52,,no participo,,,,,,,,,f
1998,52,,no participo,,,,,,,,,f
2002,52,,no participo,,,,,,,,,f
2006,52,,no participo,,,,,,,,,f
2010,52,,no participo,,,,,,,,,f
2014,52,,no participo,,,,,,,,,f
2018,52,,no participo,,,,,,,,,f
2022,52,,no participo,,,,,,,,,f
2026,52,,no participo,,,,,,,,,f
1930,53,,no participo,,,,,,,,,f
1934,53,1,Final,9,5,4,1,0,12,3,9,t
1938,53,1,Final,8,4,4,0,0,11,5,6,t
1950,53,7,Grupos 1ra Ronda,2,2,1,0,1,4,3,1,t
1954,53,10,Grupos 1ra Ronda,2,3,1,0,2,6,7,-1,t
1958,53,,no participo,,,,,,,,,f
1962,53,9,Grupos 1ra Ronda,3,3,1,1,1,3,2,1,t
1966,53,9,Grupos 1ra Ronda,2,3,1,0,2,2,2,0,t
1970,53,2,Final,8,6,3,2,1,10,8,2,t
1974,53,10,Grupos 1ra Ronda,3,3,1,1,1,5,4,1,t
1978,53,4,Partido 3er Puesto,9,7,4,1,2,9,6,3,t
1982,53,1,Final,11,7,4,3,0,12,6,6,t
1986,53,12,Octavos de Final,4,4,1,2,1,5,6,-1,t
1990,53,3,Partido 3er Puesto,13,7,6,1,0,10,2,8,t
1994,53,2,Final,14,7,4,2,1,8,5,3,t
1998,53,5,Cuartos de Final,11,5,3,2,0,8,3,5,t
2002,53,15,Octavos de Final,4,4,1,1,2,5,5,0,t
2006,53,1,Final,17,7,5,2,0,12,2,10,t
2010,53,26,Grupos 1ra Ronda,2,3,0,2,1,4,5,-1,t
2014,53,22,Grupos 1ra Ronda,3,3,1,0,2,2,3,-1,t
2018,53,,no participo,,,,,,,,,f
2022,53,,no participo,,,,,,,,,f
2026,53,,,,,,,,,,,t
1930,54,,no participo,,,,,,,,,f
1934,54,,no participo,,,,,,,,,f
1938,54,,no participo,,,,,,,,,f
1950,54,,no participo,,,,,,,,,f
1954,54,,no participo,,,,,,,,,f
1958,54,,no participo,,,,,,,,,f
1962,54,,no participo,,,,,,,,,f
1966,54,,no participo,,,,,,,,,f
1970,54,,no participo,,,,,,,,,f
1974,54,,no participo,,,,,,,,,f
1978,54,,no participo,,,,,,,,,f
1982,54,,no participo,,,,,,,,,f
1986,54,,no participo,,,,,,,,,f
1990,54,,no participo,,,,,,,,,f
1994,54,,no participo,,,,,,,,,f
1998,54,22,Grupos 1ra Ronda,3,3,1,0,2,3,9,-6,t
2002,54,,no participo,,,,,,,,,f
2006,54,,no participo,,,,,,,,,f
2010,54,,no participo,,,,,,,,,f
2014,54,,no participo,,,,,,,,,f
2018,54,,no participo,,,,,,,,,f
2022,54,,no participo,,,,,,,,,f
2026,54,,,,,,,,,,,t
1930,55,,no participo,,,,,,,,,f
1934,55,,no participo,,,,,,,,,f
1938,55,,no participo,,,,,,,,,f
1950,55,,no participo,,,,,,,,,f
1954,55,,no participo,,,,,,,,,f
1958,55,,no participo,,,,,,,,,f
1962,55,,no participo,,,,,,,,,f
1966,55,,no participo,,,,,,,,,f
1970,55,,no participo,,,,,,,,,f
1974,55,,no participo,,,,,,,,,f
1978,55,,no participo,,,,,,,,,f
1982,55,,no participo,,,,,,,,,f
1986,55,,no participo,,,,,,,,,f
1990,55,,no participo,,,,,,,,,f
1994,55,,no participo,,,,,,,,,f
1998,55,31,Grupos 1ra Ronda,0,3,0,0,3,1,4,-3,t
2002,55,9,Octavos de Final,7,4,2,1,1,5,3,2,t
2006,55,29,Grupos 1ra Ronda,1,3,0,1,2,2,7,-5,t
2010,55,9,Octavos de Final,7,4,2,1,1,4,2,2,t
2014,55,29,Grupos 1ra Ronda,1,3,0,1,2,2,6,-4,t
2018,55,15,Octavos de Final,4,4,1,1,2,6,7,-1,t
2022,55,9,Octavos de Final,7,4,2,1,1,5,4,1,t
2026,55,,clasificado,0,0,0,0,0,0,0,0,t
1930,56,,no participo,,,,,,,,,f
1934,56,,no participo,,,,,,,,,f
1938,56,,no participo,,,,,,,,,f
1950,56,,no participo,,,,,,,,,f
1954,56,,no participo,,,,,,,,,f
1958,56,,no participo,,,,,,,,,f
1962,56,,no participo,,,,,,,,,f
1966,56,,no participo,,,,,,,,,f
1970,56,,no participo,,,,,,,,,f
1974,56,,no participo,,,,,,,,,f
1978,56,,no participo,,,,,,,,,f
1982,56,,no participo,,,,,,,,,f
1986,56,,no participo,,,,,,,,,f
1990,56,,no participo,,,,,,,,,f
1994,56,,no participo,,,,,,,,,f
1998,56,,no participo,,,,,,,,,f
2002,56,,no participo,,,,,,,,,f
2006,56,,no participo,,,,,,,,,f
2010,56,,no participo,,,,,,,,,f
2014,56,,no participo,,,,,,,,,f
2018,56,,no participo,,,,,,,,,f
2022,56,,no participo,,,,,,,,,f
2026,56,,clasificado,0,0,0,0,0,0,0,0,t
1930,57,,no participo,,,,,,,,,f
1934,57,,no participo,,,,,,,,,f
1938,57,,no participo,,,,,,,,,f
1950,57,,no participo,,,,,,,,,f
1954,57,,no participo,,,,,,,,,f
1958,57,,no participo,,,,,,,,,f
1962,57,,no participo,,,,,,,,,f
1966,57,,no participo,,,,,,,,,f
1970,57,,no participo,,,,,,,,,f
1974,57,,no participo,,,,,,,,,f
1978,57,,no participo,,,,,,,,,f
1982,57,21,Grupos 1ra Ronda,1,3,0,1,2,2,6,-4,t
1986,57,,no participo,,,,,,,,,f
1990,57,,no participo,,,,,,,,,f
1994,57,,no participo,,,,,,,,,f
1998,57,,no participo,,,,,,,,,f
2002,57,,no participo,,,,,,,,,f
2006,57,,no participo,,,,,,,,,f
2010,57,,no participo,,,,,,,,,f
2014,57,,no participo,,,,,,,,,f
2018,57,,no participo,,,,,,,,,f
2022,57,,no participo,,,,,,,,,f
2026,57,,no participo,,,,,,,,,f
1930,58,,no participo,,,,,,,,,f
1934,58,,no participo,,,,,,,,,f
1938,58,,no participo,,,,,,,,,f
1950,58,,no participo,,,,,,,,,f
1954,58,,no participo,,,,,,,,,f
1958,58,,no participo,,,,,,,,,f
1962,58,,no participo,,,,,,,,,f
1966,58,,no participo,,,,,,,,,f
1970,58,14,Grupos 1ra Ronda,1,3,0,1,2,2,6,-4,t
1974,58,,no participo,,,,,,,,,f
1978,58,,no participo,,,,,,,,,f
1982,58,,no participo,,,,,,,,,f
1986,58,11,Octavos de Final,4,4,1,2,1,3,2,1,t
1990,58,,no participo,,,,,,,,,f
1994,58,23,Grupos 1ra Ronda,0,3,0,0,3,2,5,-3,t
1998,58,18,Grupos 1ra Ronda,4,3,1,1,1,5,5,0,t
2002,58,,no participo,,,,,,,,,f
2006,58,,no participo,,,,,,,,,f
2010,58,,no participo,,,,,,,,,f
2014,58,,no participo,,,,,,,,,f
2018,58,27,Grupos 1ra Ronda,1,3,0,1,2,2,4,-2,t
2022,58,4,Partido 3er Puesto,11,7,3,2,2,6,5,1,t
2026,58,,clasificado,0,0,0,0,0,0,0,0,t
1930,117,13,Grupos 1ra Ronda,0,3,0,0,3,4,13,-9,t
1934,117,,no participo,,,,,,,,,f
1938,117,,no participo,,,,,,,,,f
1950,117,12,Grupos 1ra Ronda,0,3,0,0,3,2,10,-8,t
1954,117,13,Grupos 1ra Ronda,0,2,0,0,2,2,8,-6,t
1958,117,16,Grupos 1ra Ronda,1,3,0,1,2,1,8,-7,t
1962,117,11,Grupos 1ra Ronda,2,3,1,0,2,3,4,-1,t
1966,117,12,Grupos 1ra Ronda,2,3,0,2,1,1,3,-2,t
1970,117,6,Cuartos de Final,5,4,2,1,1,6,4,2,t
1974,117,,no participo,,,,,,,,,f
1978,117,16,Grupos 1ra Ronda,0,3,0,0,3,2,12,-10,t
1982,117,,no participo,,,,,,,,,f
1986,117,6,Cuartos de Final,8,5,3,2,0,6,2,4,t
1990,117,,no participo,,,,,,,,,f
1994,117,13,Octavos de Final,5,4,1,2,1,4,4,0,t
1998,117,13,Octavos de Final,5,4,1,2,1,8,7,1,t
2002,117,11,Octavos de Final,7,4,2,1,1,4,4,0,t
2006,117,15,Octavos de Final,4,4,1,1,2,5,5,0,t
2010,117,14,Octavos de Final,4,4,1,1,2,4,5,-1,t
2014,117,10,Octavos de Final,7,4,2,1,1,5,3,2,t
2018,117,12,Octavos de Final,6,4,2,0,2,3,6,-3,t
2022,117,22,Grupos 1ra Ronda,4,3,1,1,1,2,3,-1,t
2026,117,,clasificado,0,0,0,0,0,0,0,0,t
1930,118,,no participo,,,,,,,,,f
1934,118,,no participo,,,,,,,,,f
1938,118,,no participo,,,,,,,,,f
1950,118,,no participo,,,,,,,,,f
1954,118,,no participo,,,,,,,,,f
1958,118,,no participo,,,,,,,,,f
1962,118,,no participo,,,,,,,,,f
1966,118,,no participo,,,,,,,,,f
1970,118,,no participo,,,,,,,,,f
1974,118,,no participo,,,,,,,,,f
1978,118,,no participo,,,,,,,,,f
1982,118,,no participo,,,,,,,,,f
1986,118,,no participo,,,,,,,,,f
1990,118,,no participo,,,,,,,,,f
1994,118,9,Octavos de Final,6,4,2,0,2,7,4,3,t
1998,118,12,Octavos de Final,6,4,2,0,2,6,9,-3,t
2002,118,27,Grupos 1ra Ronda,1,3,0,1,2,1,3,-2,t
2006,118,,no participo,,,,,,,,,f
2010,118,27,Grupos 1ra Ronda,1,3,0,1,2,3,5,-2,t
2014,118,16,Octavos de Final,4,4,1,1,2,3,5,-2,t
2018,118,21,Grupos 1ra Ronda,3,3,1,0,2,3,4,-1,t
2022,118,,no participo,,,,,,,,,f
2026,118,,no participo,,,,,,,,,f
1930,119,,no participo,,,,,,,,,f
1934,119,,no participo,,,,,,,,,f
1938,119,12,Octavos de Final,0,1,0,0,1,1,2,-1,t
1950,119,,no participo,,,,,,,,,f
1954,119,,no participo,,,,,,,,,f
1958,119,,no participo,,,,,,,,,f
1962,119,,no participo,,,,,,,,,f
1966,119,,no participo,,,,,,,,,f
1970,119,,no participo,,,,,,,,,f
1974,119,,no participo,,,,,,,,,f
1978,119,,no participo,,,,,,,,,f
1982,119,,no participo,,,,,,,,,f
1986,119,,no participo,,,,,,,,,f
1990,119,,no participo,,,,,,,,,f
1994,119,17,Grupos 1ra Ronda,4,3,1,1,1,1,1,0,t
1998,119,15,Octavos de Final,5,4,1,2,1,5,5,0,t
2002,119,,no participo,,,,,,,,,f
2006,119,,no participo,,,,,,,,,f
2010,119,,no participo,,,,,,,,,f
2014,119,,no participo,,,,,,,,,f
2018,119,,no participo,,,,,,,,,f
2022,119,,no participo,,,,,,,,,f
2026,119,,clasificado,0,0,0,0,0,0,0,0,t
1930,120,,no participo,,,,,,,,,f
1934,120,,no participo,,,,,,,,,f
1938,120,,no participo,,,,,,,,,f
1950,120,,no participo,,,,,,,,,f
1954,120,,no participo,,,,,,,,,f
1958,120,,no participo,,,,,,,,,f
1962,120,,no participo,,,,,,,,,f
1966,120,,no participo,,,,,,,,,f
1970,120,,no participo,,,,,,,,,f
1974,120,,no participo,,,,,,,,,f
1978,120,,no participo,,,,,,,,,f
1982,120,23,Grupos 1ra Ronda,0,3,0,0,3,2,12,-10,t
1986,120,,no participo,,,,,,,,,f
1990,120,,no participo,,,,,,,,,f
1994,120,,no participo,,,,,,,,,f
1998,120,,no participo,,,,,,,,,f
2002,120,,no participo,,,,,,,,,f
2006,120,,no participo,,,,,,,,,f
2010,120,22,Grupos 1ra Ronda,3,3,0,3,0,2,2,0,t
2014,120,,no participo,,,,,,,,,f
2018,120,,no participo,,,,,,,,,f
2022,120,,no participo,,,,,,,,,f
2026,120,,clasificado,0,0,0,0,0,0,0,0,t
1930,122,,no participo,,,,,,,,,f
1934,122,,no participo,,,,,,,,,f
1938,122,,no participo,,,,,,,,,f
1950,122,,no participo,,,,,,,,,f
1954,122,,no participo,,,,,,,,,f
1958,122,,no participo,,,,,,,,,f
1962,122,,no participo,,,,,,,,,f
1966,122,,no participo,,,,,,,,,f
1970,122,,no participo,,,,,,,,,f
1974,122,,no participo,,,,,,,,,f
1978,122,,no participo,,,,,,,,,f
1982,122,,no participo,,,,,,,,,f
1986,122,,no participo,,,,,,,,,f
1990,122,,no participo,,,,,,,,,f
1994,122,,no participo,,,,,,,,,f
1998,122,,no participo,,,,,,,,,f
2002,122,,no participo,,,,,,,,,f
2006,122,,no participo,,,,,,,,,f
2010,122,,no participo,,,,,,,,,f
2014,122,,no participo,,,,,,,,,f
2018,122,32,Grupos 1ra Ronda,0,3,0,0,3,2,11,-9,t
2022,122,,no participo,,,,,,,,,f
2026,122,,clasificado,0,0,0,0,0,0,0,0,t
1930,123,9,Grupos 1ra Ronda,2,2,1,0,1,1,3,-2,t
1934,123,,no participo,,,,,,,,,f
1938,123,,no participo,,,,,,,,,f
1950,123,11,Grupos 1ra Ronda,1,2,0,1,1,2,4,-2,t
1954,123,,no participo,,,,,,,,,f
1958,123,12,Grupos 1ra Ronda,3,3,1,1,1,9,12,-3,t
1962,123,,no participo,,,,,,,,,f
1966,123,,no participo,,,,,,,,,f
1970,123,,no participo,,,,,,,,,f
1974,123,,no participo,,,,,,,,,f
1978,123,,no participo,,,,,,,,,f
1982,123,,no participo,,,,,,,,,f
1986,123,13,Octavos de Final,4,4,1,2,1,4,6,-2,t
1990,123,,no participo,,,,,,,,,f
1994,123,,no participo,,,,,,,,,f
1998,123,14,Octavos de Final,5,4,1,2,1,3,2,1,t
2002,123,16,Octavos de Final,4,4,1,1,2,6,7,-1,t
2006,123,18,Grupos 1ra Ronda,3,3,1,0,2,2,2,0,t
2010,123,8,Cuartos de Final,6,5,1,3,1,3,2,1,t
2014,123,,no participo,,,,,,,,,f
2018,123,,no participo,,,,,,,,,f
2022,123,,no participo,,,,,,,,,f
2026,123,,clasificado,0,0,0,0,0,0,0,0,t
1930,124,10,Grupos 1ra Ronda,0,2,0,0,2,1,4,-3,t
1934,124,,no participo,,,,,,,,,f
1938,124,,no participo,,,,,,,,,f
1950,124,,no participo,,,,,,,,,f
1954,124,,no participo,,,,,,,,,f
1958,124,,no participo,,,,,,,,,f
1962,124,,no participo,,,,,,,,,f
1966,124,,no participo,,,,,,,,,f
1970,124,7,Cuartos de Final,4,4,2,0,2,9,9,0,t
1974,124,,no participo,,,,,,,,,f
1978,124,8,Grupos 2da Ronda,5,6,2,1,3,7,12,-5,t
1982,124,20,Grupos 1ra Ronda,2,3,0,2,1,2,6,-4,t
1986,124,,no participo,,,,,,,,,f
1990,124,,no participo,,,,,,,,,f
1994,124,,no participo,,,,,,,,,f
1998,124,,no participo,,,,,,,,,f
2002,124,,no participo,,,,,,,,,f
2006,124,,no participo,,,,,,,,,f
2010,124,,no participo,,,,,,,,,f
2014,124,,no participo,,,,,,,,,f
2018,124,20,Grupos 1ra Ronda,3,3,1,0,2,2,2,0,t
2022,124,,no participo,,,,,,,,,f
2026,124,,no participo,,,,,,,,,f
1930,125,,no participo,,,,,,,,,f
1934,125,,no participo,,,,,,,,,f
1938,125,11,Octavos de Final,0,1,0,0,1,5,6,-1,t
1950,125,,no participo,,,,,,,,,f
1954,125,,no participo,,,,,,,,,f
1958,125,,no participo,,,,,,,,,f
1962,125,,no participo,,,,,,,,,f
1966,125,,no participo,,,,,,,,,f
1970,125,,no participo,,,,,,,,,f
1974,125,3,Partido 3er Puesto,12,7,6,0,1,16,5,11,t
1978,125,5,Grupos 2da Ronda,7,6,3,1,2,6,6,0,t
1982,125,3,Partido 3er Puesto,9,7,3,3,1,11,5,6,t
1986,125,14,Octavos de Final,3,4,1,1,2,1,7,-6,t
1990,125,,no participo,,,,,,,,,f
1994,125,,no participo,,,,,,,,,f
1998,125,,no participo,,,,,,,,,f
2002,125,25,Grupos 1ra Ronda,3,3,1,0,2,3,7,-4,t
2006,125,21,Grupos 1ra Ronda,3,3,1,0,2,2,4,-2,t
2010,125,,no participo,,,,,,,,,f
2014,125,,no participo,,,,,,,,,f
2018,125,25,Grupos 1ra Ronda,3,3,1,0,2,2,5,-3,t
2022,125,15,Octavos de Final,4,4,1,1,2,3,5,-2,t
2026,125,,,,,,,,,,,t
1930,126,,no participo,,,,,,,,,f
1934,126,,no participo,,,,,,,,,f
1938,126,,no participo,,,,,,,,,f
1950,126,,no participo,,,,,,,,,f
1954,126,,no participo,,,,,,,,,f
1958,126,,no participo,,,,,,,,,f
1962,126,,no participo,,,,,,,,,f
1966,126,3,Partido 3er Puesto,10,6,5,0,1,17,8,9,t
1970,126,,no participo,,,,,,,,,f
1974,126,,no participo,,,,,,,,,f
1978,126,,no participo,,,,,,,,,f
1982,126,,no participo,,,,,,,,,f
1986,126,17,Grupos 1ra Ronda,2,3,1,0,2,2,4,-2,t
1990,126,,no participo,,,,,,,,,f
1994,126,,no participo,,,,,,,,,f
1998,126,,no participo,,,,,,,,,f
2002,126,21,Grupos 1ra Ronda,3,3,1,0,2,6,4,2,t
2006,126,4,Partido 3er Puesto,13,7,4,1,2,7,5,2,t
2010,126,11,Octavos de Final,5,4,1,2,1,7,1,6,t
2014,126,18,Grupos 1ra Ronda,4,3,1,1,1,4,7,-3,t
2018,126,13,Octavos de Final,5,4,1,2,1,6,6,0,t
2022,126,8,Cuartos de Final,9,5,3,0,2,12,6,6,t
2026,126,,clasificado,0,0,0,0,0,0,0,0,t
1930,127,,no participo,,,,,,,,,f
1934,127,,no participo,,,,,,,,,f
1938,127,,no participo,,,,,,,,,f
1950,127,,no participo,,,,,,,,,f
1954,127,,no participo,,,,,,,,,f
1958,127,,no participo,,,,,,,,,f
1962,127,,no participo,,,,,,,,,f
1966,127,,no participo,,,,,,,,,f
1970,127,,no participo,,,,,,,,,f
1974,127,16,Grupos 1ra Ronda,0,3,0,0,3,0,14,-14,t
1978,127,,no participo,,,,,,,,,f
1982,127,,no participo,,,,,,,,,f
1986,127,,no participo,,,,,,,,,f
1990,127,,no participo,,,,,,,,,f
1994,127,,no participo,,,,,,,,,f
1998,127,,no participo,,,,,,,,,f
2002,127,,no participo,,,,,,,,,f
2006,127,,no participo,,,,,,,,,f
2010,127,,no participo,,,,,,,,,f
2014,127,,no participo,,,,,,,,,f
2018,127,,no participo,,,,,,,,,f
2022,127,,no participo,,,,,,,,,f
2026,127,,no participo,,,,,,,,,f
1930,128,,no participo,,,,,,,,,f
1934,128,2,Final,6,4,3,0,1,9,6,3,t
1938,128,5,Cuartos de Final,3,3,1,1,1,5,3,2,t
1950,128,,no participo,,,,,,,,,f
1954,128,14,Grupos 1ra Ronda,0,2,0,0,2,0,7,-7,t
1958,128,9,Grupos 1ra Ronda,3,4,1,1,2,9,6,3,t
1962,128,2,Final,7,6,3,1,2,7,7,0,t
1966,128,,no participo,,,,,,,,,f
1970,128,15,Grupos 1ra Ronda,0,3,0,0,3,2,7,-5,t
1974,128,,no participo,,,,,,,,,f
1978,128,,no participo,,,,,,,,,f
1982,128,19,Grupos 1ra Ronda,2,3,0,2,1,2,4,-2,t
1986,128,,no participo,,,,,,,,,f
1990,128,6,Cuartos de Final,6,5,3,0,2,10,5,5,t
1994,128,,no participo,,,,,,,,,f
1998,128,,no participo,,,,,,,,,f
2002,128,,no participo,,,,,,,,,f
2006,128,20,Grupos 1ra Ronda,3,3,1,0,2,3,4,-1,t
2010,128,,no participo,,,,,,,,,f
2014,128,,no participo,,,,,,,,,f
2018,128,,no participo,,,,,,,,,f
2022,128,,no participo,,,,,,,,,f
2026,128,,,,,,,,,,,t
1930,129,8,Grupos 1ra Ronda,2,2,1,0,1,3,5,-2,t
1934,129,12,Octavos de Final,0,1,0,0,1,1,2,-1,t
1938,129,9,Octavos de Final,1,2,0,1,1,4,5,-1,t
1950,129,,no participo,,,,,,,,,f
1954,129,,no participo,,,,,,,,,f
1958,129,,no participo,,,,,,,,,f
1962,129,,no participo,,,,,,,,,f
1966,129,,no participo,,,,,,,,,f
1970,129,10,Grupos 1ra Ronda,2,3,1,0,2,4,5,-1,t
1974,129,,no participo,,,,,,,,,f
1978,129,,no participo,,,,,,,,,f
1982,129,,no participo,,,,,,,,,f
1986,129,,no participo,,,,,,,,,f
1990,129,12,Octavos de Final,4,4,1,2,1,4,3,1,t
1994,129,6,Cuartos de Final,10,5,3,1,1,10,9,1,t
1998,129,11,Octavos de Final,7,4,2,1,1,4,3,1,t
2002,129,,no participo,,,,,,,,,f
2006,129,,no participo,,,,,,,,,f
2010,129,,no participo,,,,,,,,,f
2014,129,,no participo,,,,,,,,,f
2018,129,,no participo,,,,,,,,,f
2022,129,,no participo,,,,,,,,,f
2026,129,,,,,,,,,,,t
1930,130,,no participo,,,,,,,,,f
1934,130,,no participo,,,,,,,,,f
1938,130,,no participo,,,,,,,,,f
1950,130,,no participo,,,,,,,,,f
1954,130,,no participo,,,,,,,,,f
1958,130,6,Cuartos de Final,5,5,2,1,2,5,6,-1,t
1962,130,6,Cuartos de Final,5,4,2,1,1,9,7,2,t
1966,130,4,Partido 3er Puesto,8,6,4,0,2,10,6,4,t
1970,130,5,Cuartos de Final,5,4,2,1,1,6,2,4,t
1974,130,,no participo,,,,,,,,,f
1978,130,,no participo,,,,,,,,,f
1982,130,7,Grupos 2da Ronda,6,5,2,2,1,7,4,3,t
1986,130,10,Octavos de Final,5,4,2,1,1,12,5,7,t
1990,130,17,Grupos 1ra Ronda,2,3,1,0,2,4,4,0,t
1994,130,18,Grupos 1ra Ronda,3,3,1,0,2,7,6,1,t
1998,130,,no participo,,,,,,,,,f
2002,130,22,Grupos 1ra Ronda,3,3,1,0,2,4,4,0,t
2006,130,,no participo,,,,,,,,,f
2010,130,,no participo,,,,,,,,,f
2014,130,24,Grupos 1ra Ronda,2,3,0,2,1,2,3,-1,t
2018,130,8,Cuartos de Final,8,5,2,2,1,11,7,4,t
2022,130,,no participo,,,,,,,,,f
2026,130,,no participo,,,,,,,,,f
1930,131,,no participo,,,,,,,,,f
1934,131,,no participo,,,,,,,,,f
1938,131,,no participo,,,,,,,,,f
1950,131,,no participo,,,,,,,,,f
1954,131,,no participo,,,,,,,,,f
1958,131,,no participo,,,,,,,,,f
1962,131,,no participo,,,,,,,,,f
1966,131,,no participo,,,,,,,,,f
1970,131,,no participo,,,,,,,,,f
1974,131,,no participo,,,,,,,,,f
1978,131,,no participo,,,,,,,,,f
1982,131,,no participo,,,,,,,,,f
1986,131,,no participo,,,,,,,,,f
1990,131,,no participo,,,,,,,,,f
1994,131,,no participo,,,,,,,,,f
1998,131,,no participo,,,,,,,,,f
2002,131,7,Cuartos de Final,8,5,2,2,1,7,6,1,t
2006,131,,no participo,,,,,,,,,f
2010,131,,no participo,,,,,,,,,f
2014,131,,no participo,,,,,,,,,f
2018,131,17,Grupos 1ra Ronda,4,3,1,1,1,4,4,0,t
2022,131,10,Octavos de Final,6,4,2,0,2,5,7,-2,t
2026,131,,clasificado,0,0,0,0,0,0,0,0,t
1930,132,4,Partido 3er Puesto,4,3,2,0,1,7,7,0,t
1934,132,,no participo,,,,,,,,,f
1938,132,,no participo,,,,,,,,,f
1950,132,5,Grupos 1ra Ronda,4,3,2,0,1,7,3,4,t
1954,132,8,Cuartos de Final,3,3,1,1,1,2,3,-1,t
1958,132,8,Cuartos de Final,4,4,1,2,1,7,7,0,t
1962,132,4,Partido 3er Puesto,6,6,3,0,3,10,7,3,t
1966,132,,no participo,,,,,,,,,f
1970,132,,no participo,,,,,,,,,f
1974,132,7,Grupos 2da Ronda,4,6,1,2,3,12,7,5,t
1978,132,,no participo,,,,,,,,,f
1982,132,16,Grupos 1ra Ronda,3,3,1,1,1,2,2,0,t
1986,132,,no participo,,,,,,,,,f
1990,132,5,Cuartos de Final,7,5,3,1,1,8,6,2,t
1994,132,,no participo,,,,,,,,,f
1998,132,10,Octavos de Final,7,4,2,1,1,5,4,1,t
2002,132,,no participo,,,,,,,,,f
2006,132,32,Grupos 1ra Ronda,0,3,0,0,3,2,10,-8,t
2010,132,23,Grupos 1ra Ronda,3,3,1,0,2,2,3,-1,t
2014,132,,no participo,,,,,,,,,f
2018,132,23,Grupos 1ra Ronda,3,3,1,0,2,2,4,-2,t
2022,132,29,Grupos 1ra Ronda,1,3,0,1,2,5,8,-3,t
2026,132,,no participo,,,,,,,,,f
1930,133,,no participo,,,,,,,,,f
1934,133,,no participo,,,,,,,,,f
1938,133,,no participo,,,,,,,,,f
1950,133,,no participo,,,,,,,,,f
1954,133,,no participo,,,,,,,,,f
1958,133,,no participo,,,,,,,,,f
1962,133,,no participo,,,,,,,,,f
1966,133,,no participo,,,,,,,,,f
1970,133,,no participo,,,,,,,,,f
1974,133,,no participo,,,,,,,,,f
1978,133,,no participo,,,,,,,,,f
1982,133,,no participo,,,,,,,,,f
1986,133,,no participo,,,,,,,,,f
1990,133,,no participo,,,,,,,,,f
1994,133,,no participo,,,,,,,,,f
1998,133,24,Grupos 1ra Ronda,2,3,0,2,1,3,6,-3,t
2002,133,17,Grupos 1ra Ronda,4,3,1,1,1,5,5,0,t
2006,133,,no participo,,,,,,,,,f
2010,133,20,Grupos 1ra Ronda,4,3,1,1,1,3,5,-2,t
2014,133,,no participo,,,,,,,,,f
2018,133,,no participo,,,,,,,,,f
2022,133,,no participo,,,,,,,,,f
2026,133,,clasificado,0,0,0,0,0,0,0,0,t
1930,134,,no participo,,,,,,,,,f
1934,134,8,Cuartos de Final,2,2,1,0,1,4,4,0,t
1938,134,4,Partido 3er Puesto,2,3,1,0,2,11,9,2,t
1950,134,3,Ronda Final,5,5,2,1,2,11,15,-4,t
1954,134,,no participo,,,,,,,,,f
1958,134,2,Final,9,6,4,1,1,12,7,5,t
1962,134,,no participo,,,,,,,,,f
1966,134,,no participo,,,,,,,,,f
1970,134,9,Grupos 1ra Ronda,3,3,1,1,1,2,2,0,t
1974,134,5,Grupos 2da Ronda,6,6,2,2,2,7,6,1,t
1978,134,13,Grupos 1ra Ronda,1,3,0,1,2,1,3,-2,t
1982,134,,no participo,,,,,,,,,f
1986,134,,no participo,,,,,,,,,f
1990,134,21,Grupos 1ra Ronda,0,3,0,0,3,3,6,-3,t
1994,134,3,Partido 3er Puesto,12,7,3,3,1,15,8,7,t
1998,134,,no participo,,,,,,,,,f
2002,134,13,Octavos de Final,5,4,1,2,1,5,5,0,t
2006,134,14,Octavos de Final,5,4,1,2,1,3,4,-1,t
