anio,grupo,posicion,seleccion,pts,pj,pg,pe,pp,gf,gc,dif,clasificado
1966,2,1,Alemania Occidental,5,3,2,1,0,7,1,6,True
1966,2,2,Argentina,5,3,2,1,0,4,1,3,True
1966,2,3,España,2,3,1,0,2,4,5,-1,False
1966,2,4,Suiza,0,3,0,0,3,1,9,-8,False
1966,3,1,Portugal,6,3,3,0,0,9,2,7,True
1966,3,2,Hungría,4,3,2,0,1,7,5,2,True
1966,3,3,Brasil,2,3,1,0,2,4,6,-2,False
1966,3,4,Bulgaria,0,3,0,0,3,1,8,-7,False
1966,4,1,URSS,6,3,3,0,0,6,1,5,True
1966,4,2,Corea del Norte,3,3,1,1,1,2,4,-2,True
1966,4,3,Italia,2,3,1,0,2,2,2,0,False
1966,4,4,Chile,1,3,0,1,2,2,5,-3,False
1962,1,1,URSS,5,3,2,1,0,8,5,3,True
1962,1,2,Yugoslavia,4,3,2,0,1,8,3,5,True
1962,1,3,Uruguay,2,3,1,0,2,4,6,-2,False
1962,1,4,Colombia,1,3,0,1,2,5,11,-6,False
1962,2,1,Alemania Occidental,5,3,2,1,0,4,1,3,True
1962,2,2,Chile,4,3,2,0,1,5,3,2,True
1962,2,3,Italia,3,3,1,1,1,3,2,1,False
1962,2,4,Suiza,0,3,0,0,3,2,8,-6,False
1962,3,1,Brasil,5,3,2,1,0,4,1,3,True
1962,3,2,Checoslovaquia,3,3,1,1,1,2,3,-1,True
1962,3,3,México,2,3,1,0,2,3,4,-1,False
1962,3,4,España,2,3,1,0,2,2,3,-1,False
1962,4,1,Hungría,5,3,2,1,0,8,2,6,True
1962,4,2,Inglaterra,3,3,1,1,1,4,3,1,True
1962,4,3,Argentina,3,3,1,1,1,2,3,-1,False
1962,4,4,Bulgaria,1,3,0,1,2,1,7,-6,False
1958,1,1,Alemania Occidental,4,3,1,2,0,7,5,2,True
1958,1,2,Irlanda del Norte,3,3,1,1,1,4,5,-1,True
1958,1,3,Checoslovaquia,3,3,1,1,1,8,4,4,False
1958,1,4,Argentina,2,3,1,0,2,5,10,-5,False
1958,2,1,Francia,4,3,2,0,1,11,7,4,True
1958,2,2,Yugoslavia,4,3,1,2,0,7,6,1,True
1958,2,3,Paraguay,3,3,1,1,1,9,12,-3,False
1958,2,4,Escocia,1,3,0,1,2,4,6,-2,False
1958,3,1,Suecia,5,3,2,1,0,5,1,4,True
1958,3,2,Gales,3,3,0,3,0,2,2,0,True
1958,3,3,Hungría,3,3,1,1,1,6,3,3,False
1958,3,4,México,1,3,0,1,2,1,8,-7,False
1958,4,1,Brasil,5,3,2,1,0,5,0,5,True
1958,4,2,URSS,3,3,1,1,1,4,4,0,True
1958,4,3,Inglaterra,3,3,0,3,0,4,4,0,False
1958,4,4,Austria,1,3,0,1,2,2,7,-5,False
1954,1,1,Brasil,3,2,1,1,0,6,1,5,True
1954,1,2,Yugoslavia,3,2,1,1,0,2,1,1,True
1954,1,3,Francia,2,2,1,0,1,3,3,0,False
1954,1,4,México,0,2,0,0,2,2,8,-6,False
1954,2,1,Hungría,4,2,2,0,0,17,3,14,True
1954,2,2,Alemania Occidental,2,2,1,0,1,7,9,-2,True
1954,2,3,Turquía,2,2,1,0,1,8,4,4,False
1954,2,4,Corea del Sur,0,2,0,0,2,0,16,-16,False
1954,3,1,Uruguay,4,2,2,0,0,9,0,9,True
1954,3,2,Austria,4,2,2,0,0,6,0,6,True
1954,3,3,Checoslovaquia,0,2,0,0,2,0,7,-7,False
1954,3,4,Escocia,0,2,0,0,2,0,8,-8,False
1954,4,1,Inglaterra,3,2,1,1,0,6,4,2,True
1954,4,2,Suiza,2,2,1,0,1,2,3,-1,True
1954,4,3,Italia,2,2,1,0,1,5,3,2,False
1954,4,4,Bélgica,1,2,0,1,1,5,8,-3,False
1950,F,1,Uruguay,5,3,2,1,0,7,5,2,True
1950,F,2,Brasil,4,3,2,0,1,14,4,10,False
1950,F,3,Suecia,2,3,1,0,2,6,11,-5,False
1950,F,4,España,1,3,0,1,2,4,11,-7,False
1950,1,1,Brasil,5,3,2,1,0,8,2,6,True
1950,1,2,Yugoslavia,4,3,2,0,1,7,3,4,False
1950,1,3,Suiza,3,3,1,1,1,4,6,-2,False
1950,1,4,México,0,3,0,0,3,2,10,-8,False
1950,2,1,España,6,3,3,0,0,6,1,5,True
1950,2,2,Inglaterra,2,3,1,0,2,2,2,0,False
1950,2,3,Chile,2,3,1,0,2,5,6,-1,False
1950,2,4,Estados Unidos,2,3,1,0,2,4,8,-4,False
1950,3,1,Suecia,3,2,1,1,0,5,4,1,True
1950,3,2,Italia,2,2,1,0,1,4,3,1,False
1950,3,3,Paraguay,1,2,0,1,1,2,4,-2,False
1950,4,1,Uruguay,2,1,1,0,0,8,0,8,True
1950,4,2,Bolivia,0,1,0,0,1,0,8,-8,False
1930,1,1,Argentina,6,3,3,0,0,10,4,6,True
1930,1,2,Chile,4,3,2,0,1,5,3,2,False
1930,1,3,Francia,2,3,1,0,2,4,3,1,False
1930,1,4,México,0,3,0,0,3,4,13,-9,False
1930,2,1,Yugoslavia,4,2,2,0,0,6,1,5,True
1930,2,2,Brasil,2,2,1,0,1,5,2,3,False
1930,2,3,Bolivia,0,2,0,0,2,0,8,-8,False
1930,3,1,Uruguay,4,2,2,0,0,5,0,5,True
1930,3,2,Rumania,2,2,1,0,1,3,5,-2,False
1930,3,3,Perú,0,2,0,0,2,1,4,-3,False
1930,4,1,Estados Unidos,4,2,2,0,0,6,0,6,True
1930,4,2,Paraguay,2,2,1,0,1,1,3,-2,False
1930,4,3,Bélgica,0,2,0,0,2,0,4,-4,False
