anio,seleccion_id,posicion,etapa,pts,pj,pg,pe,pp,gf,gc,dif,participo
1938,48,,no participó,,,,,,,,,False
1950,48,,no participó,,,,,,,,,False
1954,48,,no participó,,,,,,,,,False
1958,48,,no participó,,,,,,,,,False
1962,48,,no participó,,,,,,,,,False
1966,48,,no participó,,,,,,,,,False
1970,48,,no participó,,,,,,,,,False
1974,48,,no participó,,,,,,,,,False
1978,48,,no participó,,,,,,,,,False
1982,48,,no participó,,,,,,,,,False
1986,48,,no participó,,,,,,,,,False
1990,48,8.0,Cuartos de Final,4.0,5.0,0.0,4.0,1.0,2.0,3.0,-1.0,True
1994,48,16.0,Octavos de Final,4.0,4.0,1.0,1.0,2.0,2.0,4.0,-2.0,True
1998,48,,no participó,,,,,,,,,False
2002,48,12.0,Octavos de Final,6.0,4.0,1.0,3.0,0.0,6.0,3.0,3.0,True
2006,48,,no participó,,,,,,,,,False
2010,48,,no participó,,,,,,,,,False
2014,48,,no participó,,,,,,,,,False
2018,48,,no participó,,,,,,,,,False
2022,48,,no participó,,,,,,,,,False
2026,48,,,,,,,,,,,True
1930,51,,no participó,,,,,,,,,False
1934,51,,no participó,,,,,,,,,False
1938,51,,no participó,,,,,,,,,False
1950,51,,no participó,,,,,,,,,False
1954,51,,no participó,,,,,,,,,False
1958,51,,no participó,,,,,,,,,False
1962,51,,no participó,,,,,,,,,False
1966,51,,no participó,,,,,,,,,False
1970,51,,no participó,,,,,,,,,False
1974,51,,no participó,,,,,,,,,False
1978,51,,no participó,,,,,,,,,False
1982,51,,no participó,,,,,,,,,False
1986,51,,no participó,,,,,,,,,False
1990,51,,no participó,,,,,,,,,False
1994,51,,no participó,,,,,,,,,False
1998,51,,no participó,,,,,,,,,False
2002,51,,no participó,,,,,,,,,False
2006,51,,no participó,,,,,,,,,False
2010,51,,no participó,,,,,,,,,False
2014,51,,no participó,,,,,,,,,False
2018,51,28.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,2.0,5.0,-3.0,True
2022,51,,no participó,,,,,,,,,False
2026,51,,,,,,,,,,,True
1930,53,,no participó,,,,,,,,,False
1934,53,1.0,Final,9.0,5.0,4.0,1.0,0.0,12.0,3.0,9.0,True
1938,53,1.0,Final,8.0,4.0,4.0,0.0,0.0,11.0,5.0,6.0,True
1950,53,7.0,Grupos 1ra Ronda,2.0,2.0,1.0,0.0,1.0,4.0,3.0,1.0,True
1954,53,10.0,Grupos 1ra Ronda,2.0,3.0,1.0,0.0,2.0,6.0,7.0,-1.0,True
1958,53,,no participó,,,,,,,,,False
1962,53,9.0,Grupos 1ra Ronda,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,True
1966,53,9.0,Grupos 1ra Ronda,2.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0,True
1970,53,2.0,Final,8.0,6.0,3.0,2.0,1.0,10.0,8.0,2.0,True
1974,53,10.0,Grupos 1ra Ronda,3.0,3.0,1.0,1.0,1.0,5.0,4.0,1.0,True
1978,53,4.0,Partido 3er Puesto,9.0,7.0,4.0,1.0,2.0,9.0,6.0,3.0,True
1982,53,1.0,Final,11.0,7.0,4.0,3.0,0.0,12.0,6.0,6.0,True
1986,53,12.0,Octavos de Final,4.0,4.0,1.0,2.0,1.0,5.0,6.0,-1.0,True
1990,53,3.0,Partido 3er Puesto,13.0,7.0,6.0,1.0,0.0,10.0,2.0,8.0,True
1994,53,2.0,Final,14.0,7.0,4.0,2.0,1.0,8.0,5.0,3.0,True
1998,53,5.0,Cuartos de Final,11.0,5.0,3.0,2.0,0.0,8.0,3.0,5.0,True
2002,53,15.0,Octavos de Final,4.0,4.0,1.0,1.0,2.0,5.0,5.0,0.0,True
2006,53,1.0,Final,17.0,7.0,5.0,2.0,0.0,12.0,2.0,10.0,True
2010,53,26.0,Grupos 1ra Ronda,2.0,3.0,0.0,2.0,1.0,4.0,5.0,-1.0,True
2014,53,22.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,2.0,3.0,-1.0,True
2018,53,,no participó,,,,,,,,,False
2022,53,,no participó,,,,,,,,,False
2026,53,,,,,,,,,,,True
1930,55,,no participó,,,,,,,,,False
1934,55,,no participó,,,,,,,,,False
1938,55,,no participó,,,,,,,,,False
1950,55,,no participó,,,,,,,,,False
1954,55,,no participó,,,,,,,,,False
1958,55,,no participó,,,,,,,,,False
1962,55,,no participó,,,,,,,,,False
1966,55,,no participó,,,,,,,,,False
1970,55,,no participó,,,,,,,,,False
1974,55,,no participó,,,,,,,,,False
1978,55,,no participó,,,,,,,,,False
1982,55,,no participó,,,,,,,,,False
1986,55,,no participó,,,,,,,,,False
1990,55,,no participó,,,,,,,,,False
1994,55,,no participó,,,,,,,,,False
1998,55,31.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,1.0,4.0,-3.0,True
2002,55,9.0,Octavos de Final,7.0,4.0,2.0,1.0,1.0,5.0,3.0,2.0,True
2006,55,29.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,2.0,7.0,-5.0,True
2010,55,9.0,Octavos de Final,7.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,True
2014,55,29.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,2.0,6.0,-4.0,True
2018,55,15.0,Octavos de Final,4.0,4.0,1.0,1.0,2.0,6.0,7.0,-1.0,True
2022,55,9.0,Octavos de Final,7.0,4.0,2.0,1.0,1.0,5.0,4.0,1.0,True
2026,55,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,58,,no participó,,,,,,,,,False
1934,58,,no participó,,,,,,,,,False
1938,58,,no participó,,,,,,,,,False
1950,58,,no participó,,,,,,,,,False
1954,58,,no participó,,,,,,,,,False
1958,58,,no participó,,,,,,,,,False
1962,58,,no participó,,,,,,,,,False
1966,58,,no participó,,,,,,,,,False
1970,58,14.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,2.0,6.0,-4.0,True
1974,58,,no participó,,,,,,,,,False
1978,58,,no participó,,,,,,,,,False
1982,58,,no participó,,,,,,,,,False
1986,58,11.0,Octavos de Final,4.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,True
1990,58,,no participó,,,,,,,,,False
1994,58,23.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,2.0,5.0,-3.0,True
1998,58,18.0,Grupos 1ra Ronda,4.0,3.0,1.0,1.0,1.0,5.0,5.0,0.0,True
2002,58,,no participó,,,,,,,,,False
2006,58,,no participó,,,,,,,,,False
2010,58,,no participó,,,,,,,,,False
2014,58,,no participó,,,,,,,,,False
2018,58,27.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,2.0,4.0,-2.0,True
2022,58,4.0,Partido 3er Puesto,11.0,7.0,3.0,2.0,2.0,6.0,5.0,1.0,True
2026,58,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,112,,no participó,,,,,,,,,False
1934,112,,no participó,,,,,,,,,False
1938,112,,no participó,,,,,,,,,False
1950,112,,no participó,,,,,,,,,False
1954,112,,no participó,,,,,,,,,False
1958,112,,no participó,,,,,,,,,False
1962,112,,no participó,,,,,,,,,False
1966,112,,no participó,,,,,,,,,False
1970,112,,no participó,,,,,,,,,False
1974,112,,no participó,,,,,,,,,False
1978,112,,no participó,,,,,,,,,False
1982,112,,no participó,,,,,,,,,False
1986,112,,no participó,,,,,,,,,False
1990,112,,no participó,,,,,,,,,False
1994,112,9.0,Octavos de Final,6.0,4.0,2.0,0.0,2.0,7.0,4.0,3.0,True
1998,112,12.0,Octavos de Final,6.0,4.0,2.0,0.0,2.0,6.0,9.0,-3.0,True
2002,112,27.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,1.0,3.0,-2.0,True
2006,112,,no participó,,,,,,,,,False
2010,112,27.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,3.0,5.0,-2.0,True
2014,112,16.0,Octavos de Final,4.0,4.0,1.0,1.0,2.0,3.0,5.0,-2.0,True
2018,112,21.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,3.0,4.0,-1.0,True
2022,112,,no participó,,,,,,,,,False
2026,112,,no participó,,,,,,,,,False
1930,114,,no participó,,,,,,,,,False
1934,114,,no participó,,,,,,,,,False
1938,114,,no participó,,,,,,,,,False
1950,114,,no participó,,,,,,,,,False
1954,114,,no participó,,,,,,,,,False
1958,114,,no participó,,,,,,,,,False
1962,114,,no participó,,,,,,,,,False
1966,114,,no participó,,,,,,,,,False
1970,114,,no participó,,,,,,,,,False
1974,114,,no participó,,,,,,,,,False
1978,114,,no participó,,,,,,,,,False
1982,114,23.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,2.0,12.0,-10.0,True
1986,114,,no participó,,,,,,,,,False
1990,114,,no participó,,,,,,,,,False
1994,114,,no participó,,,,,,,,,False
1998,114,,no participó,,,,,,,,,False
2002,114,,no participó,,,,,,,,,False
2006,114,,no participó,,,,,,,,,False
2010,114,22.0,Grupos 1ra Ronda,3.0,3.0,0.0,3.0,0.0,2.0,2.0,0.0,True
2014,114,,no participó,,,,,,,,,False
2018,114,,no participó,,,,,,,,,False
2022,114,,no participó,,,,,,,,,False
2026,114,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,116,,no participó,,,,,,,,,False
1934,116,,no participó,,,,,,,,,False
1938,116,,no participó,,,,,,,,,False
1950,116,,no participó,,,,,,,,,False
1954,116,,no participó,,,,,,,,,False
1958,116,,no participó,,,,,,,,,False
1962,116,,no participó,,,,,,,,,False
1966,116,,no participó,,,,,,,,,False
1970,116,,no participó,,,,,,,,,False
1974,116,,no participó,,,,,,,,,False
1978,116,,no participó,,,,,,,,,False
1982,116,,no participó,,,,,,,,,False
1986,116,,no participó,,,,,,,,,False
1990,116,,no participó,,,,,,,,,False
1994,116,,no participó,,,,,,,,,False
1998,116,,no participó,,,,,,,,,False
2002,116,,no participó,,,,,,,,,False
2006,116,,no participó,,,,,,,,,False
2010,116,,no participó,,,,,,,,,False
2014,116,,no participó,,,,,,,,,False
2018,116,32.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,2.0,11.0,-9.0,True
2022,116,,no participó,,,,,,,,,False
2026,116,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,117,9.0,Grupos 1ra Ronda,2.0,2.0,1.0,0.0,1.0,1.0,3.0,-2.0,True
1934,117,,no participó,,,,,,,,,False
1938,117,,no participó,,,,,,,,,False
1950,117,11.0,Grupos 1ra Ronda,1.0,2.0,0.0,1.0,1.0,2.0,4.0,-2.0,True
1954,117,,no participó,,,,,,,,,False
1958,117,12.0,Grupos 1ra Ronda,3.0,3.0,1.0,1.0,1.0,9.0,12.0,-3.0,True
1962,117,,no participó,,,,,,,,,False
1966,117,,no participó,,,,,,,,,False
1970,117,,no participó,,,,,,,,,False
1974,117,,no participó,,,,,,,,,False
1978,117,,no participó,,,,,,,,,False
1982,117,,no participó,,,,,,,,,False
1986,117,13.0,Octavos de Final,4.0,4.0,1.0,2.0,1.0,4.0,6.0,-2.0,True
1990,117,,no participó,,,,,,,,,False
1994,117,,no participó,,,,,,,,,False
1998,117,14.0,Octavos de Final,5.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,True
2002,117,16.0,Octavos de Final,4.0,4.0,1.0,1.0,2.0,6.0,7.0,-1.0,True
2006,117,18.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0,True
2010,117,8.0,Cuartos de Final,6.0,5.0,1.0,3.0,1.0,3.0,2.0,1.0,True
2014,117,,no participó,,,,,,,,,False
2018,117,,no participó,,,,,,,,,False
2022,117,,no participó,,,,,,,,,False
2026,117,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,118,10.0,Grupos 1ra Ronda,0.0,2.0,0.0,0.0,2.0,1.0,4.0,-3.0,True
1934,118,,no participó,,,,,,,,,False
1938,118,,no participó,,,,,,,,,False
1950,118,,no participó,,,,,,,,,False
1954,118,,no participó,,,,,,,,,False
1958,118,,no participó,,,,,,,,,False
1962,118,,no participó,,,,,,,,,False
1966,118,,no participó,,,,,,,,,False
1970,118,7.0,Cuartos de Final,4.0,4.0,2.0,0.0,2.0,9.0,9.0,0.0,True
1974,118,,no participó,,,,,,,,,False
1978,118,8.0,Grupos 2da Ronda,5.0,6.0,2.0,1.0,3.0,7.0,12.0,-5.0,True
1982,118,20.0,Grupos 1ra Ronda,2.0,3.0,0.0,2.0,1.0,2.0,6.0,-4.0,True
1986,118,,no participó,,,,,,,,,False
1990,118,,no participó,,,,,,,,,False
1994,118,,no participó,,,,,,,,,False
1998,118,,no participó,,,,,,,,,False
2002,118,,no participó,,,,,,,,,False
2006,118,,no participó,,,,,,,,,False
2010,118,,no participó,,,,,,,,,False
2014,118,,no participó,,,,,,,,,False
2018,118,20.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0,True
2022,118,,no participó,,,,,,,,,False
2026,118,,no participó,,,,,,,,,False
1930,119,,no participó,,,,,,,,,False
1934,119,,no participó,,,,,,,,,False
1938,119,11.0,Octavos de Final,0.0,1.0,0.0,0.0,1.0,5.0,6.0,-1.0,True
1950,119,,no participó,,,,,,,,,False
1954,119,,no participó,,,,,,,,,False
1958,119,,no participó,,,,,,,,,False
1962,119,,no participó,,,,,,,,,False
1966,119,,no participó,,,,,,,,,False
1970,119,,no participó,,,,,,,,,False
1974,119,3.0,Partido 3er Puesto,12.0,7.0,6.0,0.0,1.0,16.0,5.0,11.0,True
1978,119,5.0,Grupos 2da Ronda,7.0,6.0,3.0,1.0,2.0,6.0,6.0,0.0,True
1982,119,3.0,Partido 3er Puesto,9.0,7.0,3.0,3.0,1.0,11.0,5.0,6.0,True
1986,119,14.0,Octavos de Final,3.0,4.0,1.0,1.0,2.0,1.0,7.0,-6.0,True
1990,119,,no participó,,,,,,,,,False
1994,119,,no participó,,,,,,,,,False
1998,119,,no participó,,,,,,,,,False
2002,119,25.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,3.0,7.0,-4.0,True
2006,119,21.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,2.0,4.0,-2.0,True
2010,119,,no participó,,,,,,,,,False
2014,119,,no participó,,,,,,,,,False
2018,119,25.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,2.0,5.0,-3.0,True
2022,119,15.0,Octavos de Final,4.0,4.0,1.0,1.0,2.0,3.0,5.0,-2.0,True
2026,119,,,,,,,,,,,True
1930,120,,no participó,,,,,,,,,False
1934,120,,no participó,,,,,,,,,False
1938,120,,no participó,,,,,,,,,False
1950,120,,no participó,,,,,,,,,False
1954,120,,no participó,,,,,,,,,False
1958,120,,no participó,,,,,,,,,False
1962,120,,no participó,,,,,,,,,False
1966,120,3.0,Partido 3er Puesto,10.0,6.0,5.0,0.0,1.0,17.0,8.0,9.0,True
1970,120,,no participó,,,,,,,,,False
1974,120,,no participó,,,,,,,,,False
1978,120,,no participó,,,,,,,,,False
1982,120,,no participó,,,,,,,,,False
1986,120,17.0,Grupos 1ra Ronda,2.0,3.0,1.0,0.0,2.0,2.0,4.0,-2.0,True
1990,120,,no participó,,,,,,,,,False
1994,120,,no participó,,,,,,,,,False
1998,120,,no participó,,,,,,,,,False
2002,120,21.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,6.0,4.0,2.0,True
2006,120,4.0,Partido 3er Puesto,13.0,7.0,4.0,1.0,2.0,7.0,5.0,2.0,True
2010,120,11.0,Octavos de Final,5.0,4.0,1.0,2.0,1.0,7.0,1.0,6.0,True
2014,120,18.0,Grupos 1ra Ronda,4.0,3.0,1.0,1.0,1.0,4.0,7.0,-3.0,True
2018,120,13.0,Octavos de Final,5.0,4.0,1.0,2.0,1.0,6.0,6.0,0.0,True
2022,120,8.0,Cuartos de Final,9.0,5.0,3.0,0.0,2.0,12.0,6.0,6.0,True
2026,120,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,121,,no participó,,,,,,,,,False
1934,121,,no participó,,,,,,,,,False
1938,121,,no participó,,,,,,,,,False
1950,121,,no participó,,,,,,,,,False
1954,121,,no participó,,,,,,,,,False
1958,121,,no participó,,,,,,,,,False
1962,121,,no participó,,,,,,,,,False
1966,121,,no participó,,,,,,,,,False
1970,121,,no participó,,,,,,,,,False
1974,121,16.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,0.0,14.0,-14.0,True
1978,121,,no participó,,,,,,,,,False
1982,121,,no participó,,,,,,,,,False
1986,121,,no participó,,,,,,,,,False
1990,121,,no participó,,,,,,,,,False
1994,121,,no participó,,,,,,,,,False
1998,121,,no participó,,,,,,,,,False
2002,121,,no participó,,,,,,,,,False
2006,121,,no participó,,,,,,,,,False
2010,121,,no participó,,,,,,,,,False
2014,121,,no participó,,,,,,,,,False
2018,121,,no participó,,,,,,,,,False
2022,121,,no participó,,,,,,,,,False
2026,121,,no participó,,,,,,,,,False
1930,122,,no participó,,,,,,,,,False
1934,122,2.0,Final,6.0,4.0,3.0,0.0,1.0,9.0,6.0,3.0,True
1938,122,5.0,Cuartos de Final,3.0,3.0,1.0,1.0,1.0,5.0,3.0,2.0,True
1950,122,,no participó,,,,,,,,,False
1954,122,14.0,Grupos 1ra Ronda,0.0,2.0,0.0,0.0,2.0,0.0,7.0,-7.0,True
1958,122,9.0,Grupos 1ra Ronda,3.0,4.0,1.0,1.0,2.0,9.0,6.0,3.0,True
1962,122,2.0,Final,7.0,6.0,3.0,1.0,2.0,7.0,7.0,0.0,True
1966,122,,no participó,,,,,,,,,False
1970,122,15.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,2.0,7.0,-5.0,True
1974,122,,no participó,,,,,,,,,False
1978,122,,no participó,,,,,,,,,False
1982,122,19.0,Grupos 1ra Ronda,2.0,3.0,0.0,2.0,1.0,2.0,4.0,-2.0,True
1986,122,,no participó,,,,,,,,,False
1990,122,6.0,Cuartos de Final,6.0,5.0,3.0,0.0,2.0,10.0,5.0,5.0,True
1994,122,,no participó,,,,,,,,,False
1998,122,,no participó,,,,,,,,,False
2002,122,,no participó,,,,,,,,,False
2006,122,20.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,3.0,4.0,-1.0,True
2010,122,,no participó,,,,,,,,,False
2014,122,,no participó,,,,,,,,,False
2018,122,,no participó,,,,,,,,,False
2022,122,,no participó,,,,,,,,,False
2026,122,,,,,,,,,,,True
1930,123,8.0,Grupos 1ra Ronda,2.0,2.0,1.0,0.0,1.0,3.0,5.0,-2.0,True
1934,123,12.0,Octavos de Final,0.0,1.0,0.0,0.0,1.0,1.0,2.0,-1.0,True
1938,123,9.0,Octavos de Final,1.0,2.0,0.0,1.0,1.0,4.0,5.0,-1.0,True
1950,123,,no participó,,,,,,,,,False
1954,123,,no participó,,,,,,,,,False
1958,123,,no participó,,,,,,,,,False
1962,123,,no participó,,,,,,,,,False
1966,123,,no participó,,,,,,,,,False
1970,123,10.0,Grupos 1ra Ronda,2.0,3.0,1.0,0.0,2.0,4.0,5.0,-1.0,True
1974,123,,no participó,,,,,,,,,False
1978,123,,no participó,,,,,,,,,False
1982,123,,no participó,,,,,,,,,False
1986,123,,no participó,,,,,,,,,False
1990,123,12.0,Octavos de Final,4.0,4.0,1.0,2.0,1.0,4.0,3.0,1.0,True
1994,123,6.0,Cuartos de Final,10.0,5.0,3.0,1.0,1.0,10.0,9.0,1.0,True
1998,123,11.0,Octavos de Final,7.0,4.0,2.0,1.0,1.0,4.0,3.0,1.0,True
2002,123,,no participó,,,,,,,,,False
2006,123,,no participó,,,,,,,,,False
2010,123,,no participó,,,,,,,,,False
2014,123,,no participó,,,,,,,,,False
2018,123,,no participó,,,,,,,,,False
2022,123,,no participó,,,,,,,,,False
2026,123,,,,,,,,,,,True
1930,124,,no participó,,,,,,,,,False
1934,124,,no participó,,,,,,,,,False
1938,124,,no participó,,,,,,,,,False
1950,124,,no participó,,,,,,,,,False
1954,124,,no participó,,,,,,,,,False
1958,124,6.0,Cuartos de Final,5.0,5.0,2.0,1.0,2.0,5.0,6.0,-1.0,True
1962,124,6.0,Cuartos de Final,5.0,4.0,2.0,1.0,1.0,9.0,7.0,2.0,True
1966,124,4.0,Partido 3er Puesto,8.0,6.0,4.0,0.0,2.0,10.0,6.0,4.0,True
1970,124,5.0,Cuartos de Final,5.0,4.0,2.0,1.0,1.0,6.0,2.0,4.0,True
1974,124,,no participó,,,,,,,,,False
1978,124,,no participó,,,,,,,,,False
1982,124,7.0,Grupos 2da Ronda,6.0,5.0,2.0,2.0,1.0,7.0,4.0,3.0,True
1986,124,10.0,Octavos de Final,5.0,4.0,2.0,1.0,1.0,12.0,5.0,7.0,True
1990,124,17.0,Grupos 1ra Ronda,2.0,3.0,1.0,0.0,2.0,4.0,4.0,0.0,True
1994,124,18.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,7.0,6.0,1.0,True
1998,124,,no participó,,,,,,,,,False
2002,124,22.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,4.0,4.0,0.0,True
2006,124,,no participó,,,,,,,,,False
2010,124,,no participó,,,,,,,,,False
2014,124,24.0,Grupos 1ra Ronda,2.0,3.0,0.0,2.0,1.0,2.0,3.0,-1.0,True
2018,124,8.0,Cuartos de Final,8.0,5.0,2.0,2.0,1.0,11.0,7.0,4.0,True
2022,124,,no participó,,,,,,,,,False
2026,124,,no participó,,,,,,,,,False
1930,125,,no participó,,,,,,,,,False
1934,125,,no participó,,,,,,,,,False
1938,125,,no participó,,,,,,,,,False
1950,125,,no participó,,,,,,,,,False
1954,125,,no participó,,,,,,,,,False
1958,125,,no participó,,,,,,,,,False
1962,125,,no participó,,,,,,,,,False
1966,125,,no participó,,,,,,,,,False
1970,125,,no participó,,,,,,,,,False
1974,125,,no participó,,,,,,,,,False
1978,125,,no participó,,,,,,,,,False
1982,125,,no participó,,,,,,,,,False
1986,125,,no participó,,,,,,,,,False
1990,125,,no participó,,,,,,,,,False
1994,125,,no participó,,,,,,,,,False
1998,125,,no participó,,,,,,,,,False
2002,125,7.0,Cuartos de Final,8.0,5.0,2.0,2.0,1.0,7.0,6.0,1.0,True
2006,125,,no participó,,,,,,,,,False
2010,125,,no participó,,,,,,,,,False
2014,125,,no participó,,,,,,,,,False
2018,125,17.0,Grupos 1ra Ronda,4.0,3.0,1.0,1.0,1.0,4.0,4.0,0.0,True
2022,125,10.0,Octavos de Final,6.0,4.0,2.0,0.0,2.0,5.0,7.0,-2.0,True
2026,125,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,126,4.0,Partido 3er Puesto,4.0,3.0,2.0,0.0,1.0,7.0,7.0,0.0,True
1934,126,,no participó,,,,,,,,,False
1938,126,,no participó,,,,,,,,,False
1950,126,5.0,Grupos 1ra Ronda,4.0,3.0,2.0,0.0,1.0,7.0,3.0,4.0,True
1954,126,8.0,Cuartos de Final,3.0,3.0,1.0,1.0,1.0,2.0,3.0,-1.0,True
1958,126,8.0,Cuartos de Final,4.0,4.0,1.0,2.0,1.0,7.0,7.0,0.0,True
1962,126,4.0,Partido 3er Puesto,6.0,6.0,3.0,0.0,3.0,10.0,7.0,3.0,True
1966,126,,no participó,,,,,,,,,False
1970,126,,no participó,,,,,,,,,False
1974,126,7.0,Grupos 2da Ronda,4.0,6.0,1.0,2.0,3.0,12.0,7.0,5.0,True
1978,126,,no participó,,,,,,,,,False
1982,126,16.0,Grupos 1ra Ronda,3.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,True
1986,126,,no participó,,,,,,,,,False
1990,126,5.0,Cuartos de Final,7.0,5.0,3.0,1.0,1.0,8.0,6.0,2.0,True
1994,126,,no participó,,,,,,,,,False
1998,126,10.0,Octavos de Final,7.0,4.0,2.0,1.0,1.0,5.0,4.0,1.0,True
2002,126,,no participó,,,,,,,,,False
2006,126,32.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,2.0,10.0,-8.0,True
2010,126,23.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,2.0,3.0,-1.0,True
2014,126,,no participó,,,,,,,,,False
2018,126,23.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,2.0,4.0,-2.0,True
2022,126,29.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,5.0,8.0,-3.0,True
2026,126,,no participó,,,,,,,,,False
1930,127,,no participó,,,,,,,,,False
1934,127,,no participó,,,,,,,,,False
1938,127,,no participó,,,,,,,,,False
1950,127,,no participó,,,,,,,,,False
1954,127,,no participó,,,,,,,,,False
1958,127,,no participó,,,,,,,,,False
1962,127,,no participó,,,,,,,,,False
1966,127,,no participó,,,,,,,,,False
1970,127,,no participó,,,,,,,,,False
1974,127,,no participó,,,,,,,,,False
1978,127,,no participó,,,,,,,,,False
1982,127,,no participó,,,,,,,,,False
1986,127,,no participó,,,,,,,,,False
1990,127,,no participó,,,,,,,,,False
1994,127,,no participó,,,,,,,,,False
1998,127,24.0,Grupos 1ra Ronda,2.0,3.0,0.0,2.0,1.0,3.0,6.0,-3.0,True
2002,127,17.0,Grupos 1ra Ronda,4.0,3.0,1.0,1.0,1.0,5.0,5.0,0.0,True
2006,127,,no participó,,,,,,,,,False
2010,127,20.0,Grupos 1ra Ronda,4.0,3.0,1.0,1.0,1.0,3.0,5.0,-2.0,True
2014,127,,no participó,,,,,,,,,False
2018,127,,no participó,,,,,,,,,False
2022,127,,no participó,,,,,,,,,False
2026,127,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,128,,no participó,,,,,,,,,False
1934,128,8.0,Cuartos de Final,2.0,2.0,1.0,0.0,1.0,4.0,4.0,0.0,True
1938,128,4.0,Partido 3er Puesto,2.0,3.0,1.0,0.0,2.0,11.0,9.0,2.0,True
1950,128,3.0,Ronda Final,5.0,5.0,2.0,1.0,2.0,11.0,15.0,-4.0,True
1954,128,,no participó,,,,,,,,,False
1958,128,2.0,Final,9.0,6.0,4.0,1.0,1.0,12.0,7.0,5.0,True
1962,128,,no participó,,,,,,,,,False
1966,128,,no participó,,,,,,,,,False
1970,128,9.0,Grupos 1ra Ronda,3.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,True
1974,128,5.0,Grupos 2da Ronda,6.0,6.0,2.0,2.0,2.0,7.0,6.0,1.0,True
1978,128,13.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,1.0,3.0,-2.0,True
1982,128,,no participó,,,,,,,,,False
1986,128,,no participó,,,,,,,,,False
1990,128,21.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,3.0,6.0,-3.0,True
1994,128,3.0,Partido 3er Puesto,12.0,7.0,3.0,3.0,1.0,15.0,8.0,7.0,True
1998,128,,no participó,,,,,,,,,False
2002,128,13.0,Octavos de Final,5.0,4.0,1.0,2.0,1.0,5.0,5.0,0.0,True
2006,128,14.0,Octavos de Final,5.0,4.0,1.0,2.0,1.0,3.0,4.0,-1.0,True
2010,128,,no participó,,,,,,,,,False
2014,128,,no participó,,,,,,,,,False
2018,128,7.0,Cuartos de Final,9.0,5.0,3.0,0.0,2.0,6.0,4.0,2.0,True
2022,128,,no participó,,,,,,,,,False
2026,128,,,,,,,,,,,True
1930,129,,no participó,,,,,,,,,False
1934,129,7.0,Cuartos de Final,2.0,2.0,1.0,0.0,1.0,5.0,5.0,0.0,True
